Set parameter TimeLimit to value 7200
Setting sB&C+LSI: The proposed B&C algorithm based on formulation (40) (equipped with the lifted submodular inequalities), with only the second stage implemented
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Optimize a model with 1000 rows, 1400 columns and 1000 nonzeros
Model fingerprint: 0x3c6c79ff
Variable types: 1000 continuous, 400 integer (400 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+01, 2e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [2e-04, 1e+00]
Found heuristic solution: objective -1.00211e+15
Presolve removed 1000 rows and 0 columns
Presolve time: 0.00s
Presolved: 0 rows, 1400 columns, 0 nonzeros
Variable types: 1000 continuous, 400 integer (400 binary)
Found heuristic solution: objective -1.00211e+15

Root relaxation: objective 4.210915e+05, 0 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  5519  2560     cutoff   43      222849.064 223571.575  0.32%   123 1145s
  5552  2583 223034.893   29  104 222849.064 223570.723  0.32%   123 1150s
  5578  2591     cutoff   34      222849.064 223568.663  0.32%   123 1155s
  5613  2592 222866.667   35  128 222849.064 223568.663  0.32%   123 1160s
  5631  2603 222869.638   36  120 222849.064 223568.047  0.32%   123 1165s
  5659  2614 223159.884   29  134 222849.064 223568.008  0.32%   123 1170s
  5702  2640     cutoff   34      222849.064 223566.902  0.32%   123 1175s
  5724  2647 222863.699   34  105 222849.064 223565.917  0.32%   123 1180s
  5763  2667 223106.142   27  108 222849.064 223564.806  0.32%   123 1185s
  5799  2680 223221.658   21  141 222849.064 223563.546  0.32%   123 1190s
  5833  2692     cutoff   35      222849.064 223563.403  0.32%   123 1195s
  5859  2708 223168.432   30  126 222849.064 223563.075  0.32%   123 1200s
  5884  2716 223063.757   24  127 222849.064 223562.484  0.32%   123 1205s
  5907  2727 222922.883   34  119 222849.064 223561.408  0.32%   123 1210s
  5941  2735 223501.637   22  151 222849.064 223560.806  0.32%   123 1215s
  5958  2743 223136.064   22  146 222849.064 223559.867  0.32%   123 1220s
  5982  2750 223132.911   25  146 222849.064 223558.670  0.32%   123 1225s
  6001  2759 223045.036   29  128 222849.064 223558.254  0.32%   123 1230s
  6039  2775 223335.480   25  154 222849.064 223557.450  0.32%   123 1235s
  6068  2785 223497.562   23  151 222849.064 223557.040  0.32%   123 1240s
  6099  2797 222882.723   37  130 222849.064 223557.040  0.32%   123 1245s
  6128  2803 222902.594   32  125 222849.064 223556.998  0.32%   123 1250s
  6164  2818 222916.014   28  129 222849.064 223556.198  0.32%   123 1255s
  6190  2829 223479.257   19  143 222849.064 223555.793  0.32%   123 1260s
  6213  2845 223034.139   27  136 222849.064 223555.689  0.32%   123 1265s
  6255  2865 223083.430   28  153 222849.064 223555.039  0.32%   123 1270s
  6284  2880 222881.021   34  105 222849.064 223554.896  0.32%   123 1275s
  6309  2886 222911.303   32  120 222849.064 223554.297  0.32%   123 1280s
  6335  2892 223259.868   24  121 222849.064 223553.617  0.32%   123 1285s
  6377  2908 223331.926   29  132 222849.064 223552.176  0.32%   123 1290s
  6415  2925 223091.519   22  145 222849.064 223549.761  0.31%   123 1295s
  6440  2929 223345.073   24  138 222849.064 223549.179  0.31%   123 1300s
  6486  2946 222983.739   28  113 222849.064 223548.028  0.31%   123 1305s
  6527  2960 223118.660   26  129 222849.064 223547.563  0.31%   123 1310s
  6564  2982 222922.627   40   99 222849.064 223547.387  0.31%   123 1315s
  6604  2991 223271.090   29  120 222849.064 223544.934  0.31%   122 1320s
  6635  3007 223188.223   31  125 222849.064 223544.517  0.31%   122 1325s
  6674  3027 222987.919   32  110 222849.064 223543.094  0.31%   122 1330s
  6719  3049 223107.541   35  113 222849.064 223542.640  0.31%   122 1335s
  6754  3060 223440.508   23  142 222849.064 223542.195  0.31%   122 1340s
  6782  3078 223114.023   23  132 222849.064 223541.637  0.31%   122 1345s
  6823  3101 223209.669   30  129 222849.064 223541.467  0.31%   122 1350s
  6860  3123 223265.265   26  135 222849.064 223540.699  0.31%   122 1355s
  6892  3137 222894.980   36  114 222849.064 223539.462  0.31%   122 1361s
  6921  3150 223336.579   24  124 222849.064 223538.488  0.31%   122 1365s
  6963  3167 223315.579   22  134 222849.064 223537.669  0.31%   122 1370s
  7012  3192 222867.518   37  101 222849.064 223535.249  0.31%   122 1375s
  7053  3206 223149.309   25  144 222849.064 223531.893  0.31%   122 1380s
  7095  3228 222883.969   32  136 222849.064 223531.893  0.31%   122 1385s
  7123  3227 222927.941   33  137 222849.064 223531.893  0.31%   122 1392s
  7150  3234 223355.411   22  146 222849.064 223529.845  0.31%   122 1395s
  7182  3254 222876.727   36  108 222849.064 223529.140  0.31%   122 1400s
  7208  3266 222888.732   34  116 222849.064 223528.657  0.30%   122 1405s
  7248  3276 222905.084   25  125 222849.064 223528.244  0.30%   122 1410s
  7279  3284 222957.771   29  105 222849.064 223527.666  0.30%   122 1415s
